,Text,fear,joy,optimism,love,sadness,anticipation,trust,pessimism,surprise,disgust,anger
14,"Yesterday was a very productive day at work for me. I finished all of my work for my real-world job very quickly, and was able to also make over $100 on Mechanical Turk, which will help tremendously with getting out from under some past due bills currently weighing on me.",0.07008663564920425,0.9845036268234253,0.9704803824424744,0.06154327094554901,0.010648244991898537,0.4216904044151306,0.16070528328418732,0.014399955980479717,0.05923518165946007,0.007950636558234692,0.008346352726221085
15,Yesterday was a very informative day with my son and daughter-in-law. My son told me he was starting a new semester at school and he would be enrolling on his day off Friday. My daughter-in-law was very happy yesterday and offered to bring me newspapers from work which she could get free from her boss. All in all a very pleasant day.,0.025135956704616547,0.9963196516036987,0.8958037495613098,0.2583369314670563,0.009158067405223846,0.2382226288318634,0.1103496327996254,0.007401391863822937,0.08309787511825562,0.006992963142693043,0.00894459243863821
16,"Yesterday was a great day at work! My client was great with expressing his desire to gain my attention. I taught him yesterday how to say ""hi"" to gain attention of adults and by the end of the day, he was saying ""hi"" to every adult that passed through the clinic!",0.011417875997722149,0.9970760345458984,0.7294246554374695,0.6693651080131531,0.009800117462873459,0.23290038108825684,0.1268659234046936,0.0065861959010362625,0.09394948184490204,0.010204054415225983,0.011205354705452919
17,"Yesterday was a bad day for diverticular disease, I couldn't eat, and I was in a lot of pain. Still, I was able to function through it, and I know that if I'm patient the pain will go away eventually. I just wish there was a more permanent solution.",0.5084419250488281,0.05388958379626274,0.8363107442855835,0.02163410186767578,0.9309329390525818,0.13947339355945587,0.07688729465007782,0.45489269495010376,0.011064277961850166,0.02238626219332218,0.014602133072912693
18,Yesterday there was enough turk work for a change. It has been very slow recently. At least I have a chance of meeting my bill payments next week but I have to sit on the computer every possible second to grab possible work.,0.048263195902109146,0.005087484605610371,0.19227834045886993,0.0029297431465238333,0.7470413446426392,0.41228678822517395,0.03450661525130272,0.4801380932331085,0.026454532518982887,0.8210896849632263,0.8201107978820801
19,Yesterday my wife and I found out that our infertility treatment will be covered by insurance.,0.03836335241794586,0.9926319122314453,0.942474365234375,0.32911476492881775,0.020887279883027077,0.4121166467666626,0.19692055881023407,0.013453350402414799,0.09270743280649185,0.006511440500617027,0.006302156951278448
20,Yesterday my oldest daughter had her first high school weight lifting meet of the season.  This event was the result of many of many hours of hard work.  She did very well coming in second place in her weight class.,0.07144433259963989,0.9912236928939819,0.8283141255378723,0.2777754068374634,0.008797451853752136,0.503553569316864,0.26509279012680054,0.01045441534370184,0.20032787322998047,0.008874689228832722,0.009168470278382301
21,"Yesterday my children and grand children came over for a cook out. I had not seem them all together for a few weeks so it was great to get them all together. I have a son, daughter and three grandchildren, two boys and a girl.",0.012691863812506199,0.9969547986984253,0.8587731719017029,0.6551479697227478,0.022680560126900673,0.07404779642820358,0.0848742425441742,0.007892820984125137,0.04797626659274101,0.008626396767795086,0.006955589167773724
22,"Yesterday I worked out for a good hour or so. I'm really trying to lose weight so working out is becoming the most important part of my day. It was hard, and at times I became really frustrated. In the end I was happy I did it, it just wasn't enjoyable while I was in the process of working out.",0.014100858941674232,0.8545750975608826,0.7205493450164795,0.014005443081259727,0.5395482182502747,0.10102219134569168,0.01858741044998169,0.10713338851928711,0.014511765912175179,0.06246435269713402,0.09943726658821106
23,Yesterday I worked online most of the day. I discovered an assignment I had done the previous day was rejected. This assignment provided a considerable reward so I basically lost about an hour's worth of work. That was frustrating. We need the money I am making onine right now to pay our bills so I was also concerned about making enough money. However at the end of the day I hit my earnings goal so I was satisfied with my progress.,0.18741701543331146,0.026044441387057304,0.04174386337399483,0.0053231134079396725,0.9716833829879761,0.03562621399760246,0.005206964444369078,0.4224441945552826,0.013727875426411629,0.3333509862422943,0.2588275671005249
24,Yesterday I worked on a way for my family to see my private photos on Flickr without registering on the site. I found out that anonymous guests can see the photos but they can't comment. And the comments are the main reason for the photo-sharing! Very frustrating.,0.11279493570327759,0.003529440611600876,0.0042974757961928844,0.004779820330440998,0.815266489982605,0.02544437162578106,0.004984979052096605,0.1563226282596588,0.017691725865006447,0.9515781998634338,0.9701840281486511
25,"Yesterday I went to my GP to get informed of a cat scan of my hip, which has been bothering me (I'm 73). I was happy to find out that it isn't arthritis, though there is a little in the hip, but a pinched nerve. I was given some exercises I can do to help alleviate my pain. I felt good that it isn't necessarily a degenerative thing.",0.3443094491958618,0.9343711137771606,0.689658522605896,0.04149722680449486,0.19718126952648163,0.09289209544658661,0.026064226403832436,0.033807624131441116,0.03770148381590843,0.007934371940791607,0.004511593375355005
26,"Yesterday I went to exercise at the gym. I did weight lifting, mainly worked out on bench press. I felt satisfied because I was able to PR on a set.",0.04069175571203232,0.9916322827339172,0.9417493939399719,0.11562858521938324,0.011255858466029167,0.24648328125476837,0.15849268436431885,0.009533019736409187,0.09322420507669449,0.006426802836358547,0.007038622163236141
27,"Yesterday I went hunting. I had to hike for 4 miles and I was able to stalk a large deer for quite a while. I didn't get anything, but I had a really good time and felt great when I got home.",0.15439023077487946,0.9734838604927063,0.6929450035095215,0.0826636403799057,0.012542386539280415,0.5108909010887146,0.09967900067567825,0.010550404898822308,0.20142391324043274,0.0075444914400577545,0.005553563125431538
28,Yesterday I went for a walk with a friend. About a mile into our walk it starting pouring down rain. We were soaked before we made it back to the car.,0.1756112277507782,0.10614660382270813,0.04905256628990173,0.0064392308704555035,0.7453426718711853,0.0514027439057827,0.005121308844536543,0.1460440754890442,0.01832461915910244,0.06578999757766724,0.01455545611679554
29,"Yesterday I was sick with a stomach bug. I spent all day in bed and barely eating, and it was overall a pretty miserable day.",0.5856248140335083,0.005975380539894104,0.010407769121229649,0.011645817197859287,0.9895553588867188,0.017083050683140755,0.00871206820011139,0.6451261639595032,0.017632409930229187,0.6922010183334351,0.4933757781982422
30,Yesterday I was reminded of how loved and appreciated I am. I was reminded that the people I care about care about me as well and that I am important to them,0.023253342136740685,0.9945303797721863,0.9348214268684387,0.9068671464920044,0.022298606112599373,0.054332293570041656,0.19259366393089294,0.011956715025007725,0.040700241923332214,0.009496157988905907,0.010358616709709167
31,"Yesterday I was diagnosed with cancer. I don't know how to feel, right now I just feel empty and possibly in shock. I haven't told anyone yet, but I think I will probably call my parents and sisters today to let them know. I just need time to process this alone right now.",0.7046574950218201,0.013432475738227367,0.04116179421544075,0.011691797524690628,0.9810863137245178,0.05764422565698624,0.01726873591542244,0.5958466529846191,0.044013261795043945,0.0870954617857933,0.026080001145601273
32,Yesterday I stopped by Subway while my clothes were in the dryer at the laundromat. I ordered a six inch tuna melt with spinach tomato jalapeno and pickles. It was one of the greatest tasting sandwiches I have had in a long time and it was healthy eating.,0.009002876468002796,0.9911227226257324,0.9203211069107056,0.19342708587646484,0.007898072712123394,0.21666400134563446,0.15655146539211273,0.005806046072393656,0.06149923801422119,0.008260496892035007,0.011414679698646069
33,"Yesterday I made a lot more money on Mturk then I expected, a whole $23!  These last few weeks have been pretty rough, not many HITS are out, probably because almost the holidays",0.093411386013031,0.9565602540969849,0.6756558418273926,0.023156773298978806,0.12494375556707382,0.2276441752910614,0.026774246245622635,0.050665464252233505,0.0806019976735115,0.012981079518795013,0.00545610161498189
34,Yesterday I left work and met my family at Target. We had to return some baby pajamas and get different ones. I was just happy to get out of work and spend time with my family. Afterw\ard we went to eat then home and watched a movie. It was a relaxing evening.,0.02561621554195881,0.9976150989532471,0.8298559784889221,0.6648014187812805,0.02078922465443611,0.10639208555221558,0.078863725066185,0.009108686819672585,0.0631670206785202,0.007849457673728466,0.005917045287787914
35,"Yesterday I had to go to the dentist and was worried about my oral health. You see, 3 months ago, when I went for my teeth cleaning, the checkup was not so good so I was worried it might be even worse, so I was anxious heading into the appoointment.",0.9918968081474304,0.010896164923906326,0.020694687962532043,0.010563075542449951,0.6361600160598755,0.059703417122364044,0.015797285363078117,0.39498963952064514,0.0228675976395607,0.12733684480190277,0.06434482336044312
36,"Yesterday I did some research about getting my calendars printed out-- what they will cost, different methods. I think this project is really going to be doable.",0.2083103358745575,0.9069923162460327,0.982444703578949,0.052577726542949677,0.008534753695130348,0.8611252903938293,0.5263534188270569,0.03174300864338875,0.11686500906944275,0.011970828287303448,0.015378613956272602
37,Yesterday I completed 16 surveys. I was satisfied with work.,0.03295368701219559,0.9542456865310669,0.9791922569274902,0.03145093098282814,0.013186968863010406,0.5622122287750244,0.3060462176799774,0.018752092495560646,0.09027043730020523,0.008565920405089855,0.009006607346236706
38,Yesterday despite feeling sluggish,0.024514202028512955,0.09268597513437271,0.22101478278636932,0.002956473035737872,0.5415046215057373,0.11767856031656265,0.009758842177689075,0.18321309983730316,0.013795038685202599,0.055113691836595535,0.01282822247594595
39,"Working for slave wages and getting screwed and exploied every day, seven days a week, is driving me nuts.  I hate it.  Why can there be any decent requestors who pay a living wage?",0.1158595010638237,0.008483358658850193,0.00821356475353241,0.010487602092325687,0.5764979124069214,0.02160418964922428,0.008415061980485916,0.09035544842481613,0.016281776130199432,0.9817482829093933,0.9932912588119507
40,Working being able to use my skills and knowledge for the benefit and growth of our company.,0.05651215836405754,0.9665548801422119,0.9767588376998901,0.0856795608997345,0.007485230453312397,0.5881521105766296,0.373161643743515,0.013183078728616238,0.05682961642742157,0.0062089464627206326,0.00823086779564619
41,"Work was very demanindg yesteday it required me to work extyra long in order to finish the project that was under way when I started the week. We as a team were on a tight deadline and in  order to finish we were really all working hard. It was amazing, interesting and so much fun I havent had htis much fun at work ever.",0.07565461099147797,0.9912421703338623,0.876305341720581,0.10545545071363449,0.00659153563901782,0.5323184132575989,0.144137904047966,0.009961151517927647,0.1294914335012436,0.009069956839084625,0.009375259280204773
42,"Work was long today. I did a lot of different projects at 2 different stores. It was frustrating some of the time, but the fact that I finished everything gave me a sense of accomplishment.",0.16208623349666595,0.284616082906723,0.5130020380020142,0.0052029723301529884,0.7421708106994629,0.07580174505710602,0.014553574845194817,0.17541827261447906,0.014788485132157803,0.17391063272953033,0.24407176673412323
43,Work made me feel like I had a purpose but also frustrated and annoyed because there are so many things going on at once.,0.03651009127497673,0.00794917717576027,0.009228434413671494,0.00816923938691616,0.6253045201301575,0.024393368512392044,0.007752968929708004,0.11795470118522644,0.013196964748203754,0.965303361415863,0.9925334453582764
44,Work is salient because doing it allows me to earn money so I can pay bills and not starve to death. I felt satisfied with the amount of work I was able to put in to my work project yesterday.,0.05464344844222069,0.9674500823020935,0.9539739489555359,0.030123086646199226,0.030833622440695763,0.2367091327905655,0.06777089834213257,0.024841580539941788,0.03230483457446098,0.01295947004109621,0.00701907929033041
45,Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting really happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.,0.05389177426695824,0.033795665949583054,0.022673282772302628,0.002357861725613475,0.7886210083961487,0.2506152391433716,0.00493004871532321,0.33702364563941956,0.04277638718485832,0.25362417101860046,0.04579000920057297
46,"Work is probably the most important and salient thing I do. It's not very exciting and can be very frustrating, but it provides me with an income to pursue other things I care about more. However, since it was just a Wednesday, I didn't really have anything else going on.",0.049598418176174164,0.039376139640808105,0.2844007909297943,0.01373045239597559,0.9774273633956909,0.1613655984401703,0.022173907607793808,0.6585235595703125,0.010705983266234398,0.20143157243728638,0.15571895241737366
47,"Work is important, I like to be busy and have a purpose.  It makes me feel good to have alot to do and important responsibilities.  It boosts my self esteem and makes me feel good.",0.014314044266939163,0.9929218888282776,0.9633365869522095,0.22227728366851807,0.01081718411296606,0.21317683160305023,0.1440534144639969,0.009436878375709057,0.032607872039079666,0.007423407398164272,0.007580472622066736
48,Work dominated my day yesterday. There was a mountain of work so I was somewhat frustrated that many things had to be disregarded in my personal life to finish work.,0.037873029708862305,0.0058856843970716,0.013476437889039516,0.00787152536213398,0.9405011534690857,0.03428378701210022,0.009039109572768211,0.4014964997768402,0.016783004626631737,0.9291764497756958,0.9662618637084961
49,when nothing goes right I know God is there with me. He is there to lift me up. he's always there to talk to and never judges me. I love him and always blessed for the blessing he gives,0.07714918255805969,0.9248040318489075,0.9941510558128357,0.47977879643440247,0.021907832473516464,0.10348097234964371,0.6356850266456604,0.01765602082014084,0.03575434163212776,0.007494060322642326,0.015110844746232033
50,"What was most salient about my day yesterday, was spending quality time with my children. Together, we raked the leaves outside in the yard and shared laughter and joy.",0.017695315182209015,0.9967959523200989,0.9014925360679626,0.8628418445587158,0.015717489644885063,0.0749240443110466,0.16008687019348145,0.008805064484477043,0.055477697402238846,0.008168814703822136,0.00932563841342926
51,Went to visit my mom in the hospital she was just transferred from the ICU to a regular ward and she was alert and talking which was a huge change from a few days ago,0.4094684422016144,0.9207452535629272,0.535103976726532,0.07587068527936935,0.11115758121013641,0.350448340177536,0.07448752224445343,0.027067430317401886,0.1270335167646408,0.004733395762741566,0.0024660537019371986
52,Went grocery shopping with my mom. Got a flu shot while I was there.,0.5570158362388611,0.45500555634498596,0.28487804532051086,0.0057947635650634766,0.0870407298207283,0.43867790699005127,0.02048395201563835,0.04797776788473129,0.09726532548666,0.050552088767290115,0.019376862794160843
53,we had such a good time it was nice and felt very nice he was very loving,0.017923446372151375,0.9964872598648071,0.891563892364502,0.8774554133415222,0.014667203649878502,0.05486281216144562,0.16390646994113922,0.010232373140752316,0.04718993231654167,0.011462057940661907,0.01151829119771719
54,We had friends surprise us with a visit. We haven't seen them over 2 years. We were all so excited! They are from Hawaii and it is snowing here so we got to play in the snow with them and build a snowman!,0.03898390755057335,0.997665524482727,0.8378949761390686,0.7818684577941895,0.01681041531264782,0.13763077557086945,0.11115559935569763,0.00942566990852356,0.09479081630706787,0.00657347496598959,0.006274330895394087
55,"we had a pretty big extracation that i performed well on.  i carried out my duties pretty well, and was self directed at all of it. I felt proud of myself for functioning like I've been there and done that before.",0.04313390702009201,0.9914495348930359,0.9521716237068176,0.12018205970525742,0.01168091967701912,0.20579876005649567,0.1439962536096573,0.009032400324940681,0.07904747128486633,0.005150658078491688,0.004717834293842316
56,was able to meet up with my girlfriend after a week of not seeing her. I was very excited.,0.08349920809268951,0.9929327964782715,0.8403636813163757,0.3210877478122711,0.07634008675813675,0.2552490234375,0.06242924928665161,0.017815256491303444,0.05551696568727493,0.004474246874451637,0.003008556552231312
57,Was able to eat some of my favorite food so i was pretty happy and excited and couldnt wait to eat it.,0.08088120818138123,0.9952432513237,0.8116380572319031,0.18803492188453674,0.01944924332201481,0.12527045607566833,0.0383949875831604,0.010317397303879261,0.057822659611701965,0.009826176799833775,0.008519306778907776
58,Waking up rereshed and having a great conversation with my wife.  We talked all day and it never ceased to be insightful and amazing,0.01929789036512375,0.9963663816452026,0.798981785774231,0.8843277096748352,0.010811001993715763,0.07352618873119354,0.15918491780757904,0.008649418130517006,0.06926854699850082,0.012053471989929676,0.013603126630187035
59,"Upon picking up my only child from school, she gave me the amazing news, she was chosen to be in Honors quiet. Dad and I are so happy and proud of her. We dont know how we are going to squeeze in Choir rehearsals with her ballet rehearsals but we will figure it out. Dad and i are taking sunday off, so we can go and celebrate her invitation. We are so busy with life, that we need to start to take and make time for each other. i find it curious that this survey came up, when my first thought this morning was, how bless i am to have my family, how quickly time is passing, and how to make time for each other.",0.03574949502944946,0.9963510036468506,0.9629071354866028,0.6484873294830322,0.016745833680033684,0.1914600282907486,0.22687384486198425,0.009432180784642696,0.0757308080792427,0.004054802004247904,0.00418387446552515
60,"Trying to help my mother-in-law find a home, but it's kind of awkward because I feep like she wants to live with us.",0.8479341268539429,0.021188678219914436,0.01161713246256113,0.02303725853562355,0.9763715267181396,0.16372200846672058,0.019046425819396973,0.7187701463699341,0.08171012997627258,0.09113264828920364,0.019336851313710213
61,"Today, I exercised and it honestly felt amazing.  The feeling after a good workout is hard to beat.",0.022020699456334114,0.9919724464416504,0.9421899318695068,0.15639923512935638,0.01038860809057951,0.09366356581449509,0.10944855958223343,0.007168877404183149,0.0558035634458065,0.007929166778922081,0.009375941008329391
62,Today we had my favorite food in the whole world for dinner!  Pepperoni pizza from Angelo's Pizza Parlour.  It always makes my day when we have pizza!,0.02537810243666172,0.9963268637657166,0.6736267805099487,0.9381041526794434,0.016195956617593765,0.06985729932785034,0.11193700134754181,0.011415142565965652,0.054899439215660095,0.017932966351509094,0.01830238103866577
63,Today we had a snow day or shall I be more specific; we had an ice day!  There was a layer of slick ice that coated all outdoor surfaces so my children were home from school.  We induldged in the day and enjoyed eachothers company by playing games and making cookings.  We watched a chinese anime movie before dinner and snuggled on the couch.,0.013906041160225868,0.9938387274742126,0.46152743697166443,0.3237934112548828,0.05280214175581932,0.09634090214967728,0.025994522497057915,0.011114011518657207,0.05399574711918831,0.017198415473103523,0.008004656061530113
64,Today was my best earning day today. If I can keep earning like this I can save money for the cruise with my friends.,0.03923957049846649,0.9849165081977844,0.9803664088249207,0.07586704194545746,0.007896395400166512,0.39977261424064636,0.22569578886032104,0.011806976050138474,0.058481182903051376,0.007980946451425552,0.011067175306379795
65,today was just a normal day. I worked all day and nothing really happened. During slack times I worked on Mturk. It felt like another day,0.025398166850209236,0.322156697511673,0.1357376128435135,0.00395177211612463,0.23414424061775208,0.2148745059967041,0.009618447162210941,0.07685437798500061,0.03420103341341019,0.04455079883337021,0.007786078844219446
66,"Today was a very busy day at work.  We had corporate visitors and had to be on our best behavior.  I also had to make a prewsentation about my section to the corporate people.  It went well, and I glad to be done with it.",0.09033054858446121,0.9756265878677368,0.7748124003410339,0.022172532975673676,0.013851501047611237,0.3418428599834442,0.04053368419408798,0.01347462460398674,0.07087472081184387,0.010942935943603516,0.007576258387416601
67,Today was a blessed day as I had God in my heart! It was a good day as it was a day of appreciation for everything I have in this life!,0.020104629918932915,0.9933528900146484,0.9713802933692932,0.6565210223197937,0.011525215581059456,0.06098710745573044,0.20961223542690277,0.008228070102632046,0.04004204645752907,0.007423399947583675,0.01116860006004572
68,Today is a memorable day. Ananya performed a hul hoop dance in her school talent show her first ever performance outside home in all of her seven years.,0.023704959079623222,0.9967638254165649,0.6876147389411926,0.5403107404708862,0.011566749773919582,0.26439693570137024,0.11862491071224213,0.006768465507775545,0.14991608262062073,0.008377189747989178,0.00832770112901926
69,Today I went out to drink with friends. We decided to have unlimited wings contest. Between the 4 of us i came in second. I performed better than last time coming in last. It was a great time. We drank talked and ate.,0.014898243360221386,0.9972098469734192,0.7962225079536438,0.5235278606414795,0.011516609229147434,0.17323534190654755,0.09902536123991013,0.007739052642136812,0.0825522243976593,0.00906294398009777,0.008277620188891888
70,Today I was very sick. It seems everybody I know has a cold and I thought I was above it but no. I had some orange juice and went back to bed. Not a good day.,0.2869897186756134,0.008555895648896694,0.01937365159392357,0.011542166583240032,0.9910898208618164,0.02157094143331051,0.007502637803554535,0.6474103331565857,0.013872862793505192,0.5440967679023743,0.3197701871395111
71,Today I was able to make $18 on mturk. New record for a day. It took from 6AM till about 8PM. Once I got to $15 I kept going to see how much I could make but the hits dried up.,0.04530180245637894,0.9881793260574341,0.3488902449607849,0.09650660306215286,0.012988254427909851,0.6216076016426086,0.05898236483335495,0.014250751584768295,0.3005620837211609,0.032024797052145004,0.03775060549378395
72,Today I spent time with a student at work who is volunteering at the hospital.  She is working on her MSW and we discussed her graduations project.,0.07447969168424606,0.9590696096420288,0.9617550373077393,0.17700053751468658,0.03040650114417076,0.7693278193473816,0.41754671931266785,0.018555980175733566,0.09728660434484482,0.0036606499925255775,0.002961380872875452
73,Today I had a good and easy day. Everything in the department was taken care of and no new issues came up.,0.05385248735547066,0.9627799391746521,0.9664373993873596,0.02674630843102932,0.009973620995879173,0.3657081425189972,0.14266355335712433,0.013773259706795216,0.05452295020222664,0.008089803159236908,0.008217796683311462
74,Today I feel sad at work. I feel anxious because I have too much to do. I feel so overwhelmed,0.5735187530517578,0.00975667592138052,0.02188127115368843,0.012353978119790554,0.9857417345046997,0.041175778955221176,0.013011196628212929,0.7331543564796448,0.023564182221889496,0.1287093162536621,0.038582708686590195
75,"Today at work I had the chance to catalog a $40k book which was a prized possession of my boss. It was just about falling apart but I was able to flip through, translate some German and get it up online for sale. My boss was pleased.",0.03186112642288208,0.9797645807266235,0.8418987989425659,0.03662534058094025,0.018223118036985397,0.5893955230712891,0.07667168229818344,0.014976383186876774,0.08486570417881012,0.009274053387343884,0.009318064898252487
76,Time spend with my family is always better than anything,0.02312012016773224,0.9951122403144836,0.8565019965171814,0.9291409850120544,0.020161757245659828,0.06270696222782135,0.16844715178012848,0.012040096335113049,0.051335256546735764,0.010502967983484268,0.009849131107330322
77,This would be kayaking with my dog.  There is nothing more peaceful than taking the boat out on the water with my best pal and just enjoying the peace and tranquility of the water and the breeze.  It make a horrible day at work just melt away.,0.05875566974282265,0.9943060278892517,0.9518991112709045,0.5683252215385437,0.022442832589149475,0.04388123005628586,0.12169027328491211,0.008330699056386948,0.03540594130754471,0.008814208209514618,0.009273987263441086
78,This week has been going great. I've established good relationships with all my friends and I feel like I'm at a place where I feel loved and supported by everyone who I know. I'm hanging out with people more and it just makes me happy that a lot of people want to hang out with me to. It's always a fun time to go out and get food which is something that I do a lot.,0.023607982322573662,0.9971702694892883,0.9064974784851074,0.7201184630393982,0.014070929028093815,0.0686957836151123,0.09970444440841675,0.008636584505438805,0.049294475466012955,0.008383608423173428,0.008146787993609905
79,"There was an incident with my spouse where he was trying to restrain our dog that recently had surgery when we were going to feed him. Unfortunately, the dog reared his head back and hit my spouse in the mouth and knocked out his dental crown. This situation surprised me and made me anxious/frustrated because my spouse was really upset and now we'd have additional expenses to fix his dental work.",0.9767782688140869,0.008134675212204456,0.008339464664459229,0.008767464198172092,0.8780324459075928,0.0530814453959465,0.010445792227983475,0.4409615695476532,0.0479549877345562,0.1956567019224167,0.09682149440050125
80,The work yesterday was different than most of days. I had some issues and the deadline was approaching. I almost missed it. Luckily I have the best co-workers that helped me out before I have asked for any help.,0.8727174997329712,0.8816196322441101,0.9031307697296143,0.05178818106651306,0.056441325694322586,0.33504319190979004,0.13544486463069916,0.0559387244284153,0.0518958754837513,0.006981709972023964,0.0045591359958052635
81,The salient thing i did yesterday was spending time with family. My husband was at home yesterday for two days then he will work again for 5 days. So we always make sure we spend quality time together as a family when he is at home.,0.028246598318219185,0.9960000514984131,0.8706300854682922,0.889977753162384,0.03294310346245766,0.2378843128681183,0.18860289454460144,0.012645430862903595,0.0555020235478878,0.0059368181973695755,0.00472943065688014
