,Text,joy,optimism,love,trust,anticipation,surprise,sadness,anger,fear,pessimism,disgust
13,"I am not well read, but when I do read, I read well.",0.9489708542823792,0.9594358801841736,0.10630933195352554,0.27847787737846375,0.20856210589408875,0.028326448053121567,0.013539660722017288,0.017156539484858513,0.013047129847109318,0.009999612346291542,0.010504226200282574
14,Recession is when your neighbor loses his job. Depression is when you lose yours. And recovery is when Jimmy Carter loses his.,0.067397840321064,0.37741753458976746,0.017349835485219955,0.02693847380578518,0.06277376413345337,0.009663086384534836,0.9434635639190674,0.04721328988671303,0.0312118548899889,0.4876992106437683,0.11038843542337418
15,Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,0.9566172361373901,0.9420955181121826,0.17728009819984436,0.14865726232528687,0.11497831344604492,0.015166418626904488,0.05129779502749443,0.01000484824180603,0.007994215935468674,0.014014540240168571,0.010327690280973911
16,They laugh at me because I'm different; I laugh at them because they're all the same.,0.9893220663070679,0.8216408491134644,0.4321223497390747,0.09993789345026016,0.0614762045443058,0.04793333262205124,0.01162372063845396,0.016452966257929802,0.007624940015375614,0.006255572196096182,0.014588136225938797
17,"If it's not important for you, then it's not important for me.",0.07654539495706558,0.6013811826705933,0.007842238992452621,0.046598609536886215,0.15461671352386475,0.007917232811450958,0.2533038258552551,0.3480367362499237,0.008913518860936165,0.12694013118743896,0.24891072511672974
18,You never know how strong you can be until being strong is the only choice you have left.,0.7693698406219482,0.9854962229728699,0.10292428731918335,0.46580955386161804,0.18959462642669678,0.0180862694978714,0.03601157292723656,0.019609665498137474,0.04150767624378204,0.026422051712870598,0.01230346318334341
19,There is no such thing as public money; there is only taxpayers’ money.,0.040074437856674194,0.20167477428913116,0.0038101770915091038,0.0219680517911911,0.18960168957710266,0.014560237526893616,0.20460011065006256,0.37390613555908203,0.01145586185157299,0.10901571810245514,0.40274569392204285
20,"She helped me feel like I could take risks with the music, which you’re often told not to do. When you watch her, you see that it makes a difference. From now on, I am not going to be afraid to individualize my performances to the max. I won’t be afraid of liberties, if the score permits them. I know I can do it.",0.6978923082351685,0.9800436496734619,0.06805356591939926,0.4648520350456238,0.34398260712623596,0.030509766191244125,0.01872856728732586,0.02309023216366768,0.32681676745414734,0.025233685970306396,0.014201528392732143
21,Education is the sum of what students teach each other between lectures and seminars.,0.3609350919723511,0.7993605732917786,0.016589786857366562,0.16659578680992126,0.44956839084625244,0.020871968939900398,0.03489138185977936,0.02744942344725132,0.018428782001137733,0.030161412432789803,0.027622008696198463
22,Arrest me for sitting on a bus? You may do that.,0.019698381423950195,0.021461982280015945,0.004046580288559198,0.008335600607097149,0.05912558734416962,0.0174749493598938,0.08585343509912491,0.9747578501701355,0.052773963660001755,0.03669411316514015,0.912845253944397
23,Fear no man but only God,0.45780789852142334,0.9725951552391052,0.05944269150495529,0.4091638922691345,0.15340708196163177,0.019356319680809975,0.02471967786550522,0.04474382475018501,0.4202616810798645,0.030915500596165657,0.022859597578644753
24,"The desire to die was my one and only concern; to it I have sacrificed everything, even death.",0.021333692595362663,0.23153384029865265,0.011198816820979118,0.019492339342832565,0.07480867952108383,0.00702819274738431,0.8229962587356567,0.03486315533518791,0.7928644418716431,0.49943748116493225,0.08153100311756134
25,"Smile, breathe and go slowly.",0.9762765169143677,0.9368306994438171,0.154912531375885,0.13269764184951782,0.08369221538305283,0.02440146543085575,0.01558159850537777,0.017553308978676796,0.008999405428767204,0.008004890754818916,0.013006672263145447
26,"When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",0.9463772773742676,0.9064399003982544,0.16027314960956573,0.08072076737880707,0.05973854660987854,0.012026038020849228,0.12332998961210251,0.016582902520895004,0.006539925001561642,0.01723284274339676,0.01894419454038143
27,"You must worship the Self in Krishna, not Krishna as Krishna.",0.42193108797073364,0.7727193236351013,0.025927601382136345,0.13274899125099182,0.3022736608982086,0.016361119225621223,0.02854517661035061,0.032372601330280304,0.010407254099845886,0.020276835188269615,0.02398771606385708
28,"School, I never truly got the knack of. I could never focus on things I didn't want to learn.",0.016862524673342705,0.1397787183523178,0.005243925377726555,0.017957445234060287,0.18539491295814514,0.015806864947080612,0.8360555171966553,0.04769692197442055,0.2513059973716736,0.5877034068107605,0.1414072960615158
29,Give a man a fish and feed him for a day. Teach a man to fish and feed him for a lifetime. Teach a man to cycle and he will realize fishing is stupid and boring.,0.2877647876739502,0.6292175650596619,0.007698549889028072,0.042948201298713684,0.18867400288581848,0.020841164514422417,0.12307915091514587,0.7549651265144348,0.00887095183134079,0.07246840745210648,0.6076300144195557
30,I have loved books all my life. There is nothing more beautiful in our material world than the book.,0.9798458218574524,0.7443453073501587,0.9312564134597778,0.1545017510652542,0.036023713648319244,0.0380026176571846,0.03689640387892723,0.018997183069586754,0.019183529540896416,0.0172150619328022,0.017979539930820465
31,I would rather be the hammer than the anvil,0.046487972140312195,0.1619318723678589,0.0035047889687120914,0.02204630710184574,0.2843674123287201,0.014744843356311321,0.0998416617512703,0.14754721522331238,0.020404331386089325,0.07404789328575134,0.16166667640209198
32,It is so hard to get things done in this world. You try and too often it doesn't work. But you have to continue. And you never give up. ,0.16003452241420746,0.9695698618888855,0.02983674220740795,0.27362459897994995,0.16035130620002747,0.00906778872013092,0.25388267636299133,0.03950256109237671,0.09090232849121094,0.1415102630853653,0.03590114787220955
33,Violent delights tend to have violent ends.,0.00589704466983676,0.07013291865587234,0.005310769192874432,0.018779072910547256,0.06590503454208374,0.013445226475596428,0.15755659341812134,0.9240300059318542,0.6796526908874512,0.12719784677028656,0.8220586776733398
34,"The more we do to you, the less you seem to believe we are doing it.",0.036432281136512756,0.4426749050617218,0.004596836399286985,0.042921070009469986,0.39795613288879395,0.022332457825541496,0.40059229731559753,0.09309057146310806,0.03282608464360237,0.2710687220096588,0.17605720460414886
35,"Serial killers do, on a small scale, what governments do on a large one. They are a product of the times and these are bloodthirsty times. Even psychopaths have emotions if you dig deep enough. Then again, maybe they don't.",0.01051212940365076,0.1552775800228119,0.0034124997910112143,0.023000702261924744,0.12604328989982605,0.016010956838726997,0.13898210227489471,0.9282719492912292,0.25337478518486023,0.14252378046512604,0.8542686700820923
36,"But what's real? You can't find the truth, you just pick the lie you like the best.",0.01754843257367611,0.3508371114730835,0.0035661112051457167,0.04322792962193489,0.3731384873390198,0.01758900098502636,0.2075595259666443,0.25875380635261536,0.048421915620565414,0.22339235246181488,0.2933582365512848
37,Don't loaf and invite inspiration; light out after it with a club.,0.6530976891517639,0.9715506434440613,0.02919909916818142,0.2802931070327759,0.25449687242507935,0.01595987007021904,0.03191889077425003,0.03115900419652462,0.02153180167078972,0.024629531428217888,0.01899702101945877
38,I would rather die standing up to live life on my knees.,0.021500084549188614,0.174988254904747,0.003567175241187215,0.014291180297732353,0.13506223261356354,0.009730135090649128,0.6475394368171692,0.16780900955200195,0.1757398098707199,0.41062888503074646,0.2958173155784607
39,"As usual, there is a great woman behind every idiot.",0.39253464341163635,0.9509276151657104,0.034180060029029846,0.2552644610404968,0.13255658745765686,0.012700678780674934,0.03943093493580818,0.6558154225349426,0.03383149951696396,0.037645380944013596,0.21056318283081055
40,"The importance of oaks both in the economy and in the forest ecosystem is big, but the exceptional part is that this tree plays in the old beliefs and legends.",0.7753352522850037,0.7241895198822021,0.03144220635294914,0.13999240100383759,0.5325435996055603,0.04640097916126251,0.02017887681722641,0.01868267171084881,0.009586924687027931,0.014017392881214619,0.01796541176736355
41,"Music touches us emotionally, where words alone can't.",0.940858006477356,0.8318403363227844,0.646519124507904,0.1640738844871521,0.0843796581029892,0.02351113222539425,0.371502548456192,0.006336540449410677,0.017320526763796806,0.04408031329512596,0.011440439149737358
42,"I think I'm dumb
or maybe just happy
think I'm just happy…",0.9781090021133423,0.74113929271698,0.09062015265226364,0.037134550511837006,0.0690193846821785,0.04034459963440895,0.03549998626112938,0.017567217350006104,0.0075986930169165134,0.008395698852837086,0.023608241230249405
43,Tomorrow belongs to those who can hear it coming,0.44259727001190186,0.9542990922927856,0.025717446580529213,0.3427276313304901,0.4506842792034149,0.0253116637468338,0.017612382769584656,0.03710567206144333,0.09619633853435516,0.027736498042941093,0.020306726917624474
44,"People in general, not just girls, but people who are younger are obviously extremely impressionable. And I do think it’s important. There's obviously a lot of different body images that are thrown around in society in general. Some things look like they’re more acceptable and some things are made to feel like they’re unacceptable. So, I think it’s very important that it empowers people in general. I think that anytime you can make someone who potentially might not feel as great about themselves as they should, feel better about themselves, I think that’s always a positive thing.",0.5587544441223145,0.9712510704994202,0.02521807886660099,0.2111351490020752,0.17815150320529938,0.014425775036215782,0.0395328514277935,0.41349461674690247,0.037275321781635284,0.03353201970458031,0.1521868109703064
45,"At present I absolutely want to paint a starry sky. It often seems to me that night is still more richly coloured than the day; having hues of the most intense violets, blues and greens. If only you pay attention to it you will see that certain stars are lemon-yellow, others pink or a green, blue and forget-me-not brilliance. And without my expatiating on this theme it is obvious that putting little white dots on the blue-black is not enough to paint a starry sky.",0.8928481340408325,0.6816744208335876,0.05990675836801529,0.09345569461584091,0.5276452898979187,0.0473470501601696,0.07724574208259583,0.007586200255900621,0.00945290271192789,0.023034097626805305,0.017443399876356125
46,"My philosophy is if you worry, you suffer twice.",0.10123831033706665,0.9370920062065125,0.021082712337374687,0.1832638680934906,0.13558711111545563,0.009379232302308083,0.10180909186601639,0.040410365909338,0.6679699420928955,0.10331698507070541,0.03252637758851051
47,"We don't need to worry
'Cause when we fall, we know how to land",0.27997124195098877,0.9735689759254456,0.022694220766425133,0.3352745771408081,0.2865445911884308,0.013973444700241089,0.04911942780017853,0.03866206482052803,0.1260429322719574,0.054438602179288864,0.024691946804523468
48,"One chance, bang!",0.8648679256439209,0.9133095145225525,0.055473849177360535,0.2506771683692932,0.6052896976470947,0.0605095736682415,0.019350577145814896,0.012190567329525948,0.025387240573763847,0.017453748732805252,0.010885818861424923
49,We learn from history that we do not learn from history.,0.17048309743404388,0.9430519342422485,0.017008453607559204,0.221880704164505,0.24846604466438293,0.01114452350884676,0.09457249194383621,0.0508064329624176,0.029056629166007042,0.07534122467041016,0.03596489876508713
50,What is to give light must endure burning.,0.11647429317235947,0.9036715030670166,0.011647453531622887,0.12145999073982239,0.11726807802915573,0.005709268152713776,0.10603280365467072,0.3459509313106537,0.0557459220290184,0.07803727686405182,0.15357817709445953
51,Bing? Who the fuck uses Bing?,0.03627467900514603,0.010550549253821373,0.008597548119723797,0.00850771740078926,0.04049773886799812,0.06528380513191223,0.1341380923986435,0.9768383502960205,0.03095688670873642,0.033385369926691055,0.9405311942100525
52,"If you are emotionally attached to your tribe, religion or political leaning to the point that truth and justice become secondary considerations, your education and exposure is useless. If you cannot reason beyond petty sentiments, you are a liability.",0.00990839209407568,0.07134614884853363,0.002792904619127512,0.01247337181121111,0.07913287729024887,0.011953859589993954,0.4019660949707031,0.9264357686042786,0.03809403255581856,0.24479174613952637,0.8604445457458496
53,"People see me and think I have lots of girlfriends, do I look like I have lots of girlfriends?",0.5412120819091797,0.09332583844661713,0.046995434910058975,0.048050086945295334,0.6257739663124084,0.1867677867412567,0.3771614730358124,0.011176645755767822,0.0820598378777504,0.08985122293233871,0.047450073063373566
54,"You are the knife I turn inside myself; that is love. That, my dear, is love.",0.9789020419120789,0.8792402744293213,0.8959814310073853,0.21913602948188782,0.03705558925867081,0.027273699641227722,0.03194371610879898,0.017987405881285667,0.016250239685177803,0.01637611910700798,0.014255683869123459
55,"Speed has never killed anyone. Suddenly becoming stationary, that's what gets you.",0.029113680124282837,0.5554609298706055,0.0035134563222527504,0.08451752364635468,0.5405493378639221,0.02451760694384575,0.05673839896917343,0.13636352121829987,0.2111223042011261,0.10265904664993286,0.1293667107820511
56,"You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.",0.9315915107727051,0.9803017973899841,0.19609388709068298,0.35609662532806396,0.19288469851016998,0.01969795860350132,0.03043626993894577,0.009196790866553783,0.028750983998179436,0.017571894451975822,0.007429881952702999
57,"It all began with the three wise men, followed a star took them to Bethelehem, and made it heard throughout the land — born was the leader of man. All going down to see the Lord Jesus.",0.9324387907981873,0.9665926098823547,0.4262385368347168,0.4215201139450073,0.1009470745921135,0.019784076139330864,0.024991488084197044,0.016323965042829514,0.019197745248675346,0.016268055886030197,0.010600053705275059
58,"One love, one heart,
Let's get together and feel alright.",0.9800418019294739,0.848595142364502,0.9104319214820862,0.18398213386535645,0.03657974302768707,0.027944384142756462,0.0483367033302784,0.014899440109729767,0.01719578169286251,0.01865045540034771,0.014206725172698498
59,"I don't feel much pain Got a knife in my back, and a bullet in my brain I’m clinically insane Walkin' home alone, I see faces in the rain",0.006021829321980476,0.007505746092647314,0.0050590671598911285,0.0058113825507462025,0.02593642845749855,0.026342300698161125,0.8722131848335266,0.7356025576591492,0.8452121615409851,0.3461305499076843,0.8180183172225952
60,The only time I feel alive is when I'm painting.,0.8678854703903198,0.7285749316215515,0.24260088801383972,0.0740247368812561,0.07410763949155807,0.016748331487178802,0.645199716091156,0.007197334431111813,0.012740484438836575,0.06602411717176437,0.019863151013851166
61,"You were born as an ordinary human, but make sure you die as an extraordinary human",0.135497584939003,0.832612156867981,0.009715626016259193,0.07561169564723969,0.34266388416290283,0.011295883916318417,0.17006038129329681,0.019939012825489044,0.24654318392276764,0.1091131642460823,0.03557363152503967
62,Longing is the agony of the nearness of the distant.,0.029228540137410164,0.10431768000125885,0.01284222211688757,0.012792650610208511,0.04025669023394585,0.00815106276422739,0.9602670669555664,0.06389562040567398,0.11013967543840408,0.5456194877624512,0.15787480771541595
63,"So, I am free. Fine.",0.7273086309432983,0.8081057667732239,0.010965305380523205,0.0599551759660244,0.31271374225616455,0.02455870993435383,0.03501109033823013,0.0672808587551117,0.007007520645856857,0.017439894378185272,0.05699673667550087
64,Don't be shy to love once again. Because everyone is immature when it comes to love.,0.5795063972473145,0.9825899004936218,0.15450656414031982,0.423066645860672,0.1428680270910263,0.012504234910011292,0.1730850338935852,0.0299968421459198,0.06697879731655121,0.0692368596792221,0.023051844909787178
65,Everything is predestined in life except the destiny of a man.,0.4173722267150879,0.9669985771179199,0.04696911200881004,0.2827499210834503,0.23528076708316803,0.010541632771492004,0.09291728585958481,0.012690494768321514,0.05891657620668411,0.062194861471652985,0.01355501264333725
66,"If you don’t like the road you’re walking, start paving another one.",0.0704481303691864,0.6444990038871765,0.006445106118917465,0.09796997159719467,0.45614755153656006,0.01978597790002823,0.0613909512758255,0.22377201914787292,0.015401612035930157,0.0753374844789505,0.1973305344581604
67,You can achieve anything in life. It just depends on how desperate you are to achieve it.,0.1274326592683792,0.9363388419151306,0.023869996890425682,0.19252589344978333,0.25453880429267883,0.010143267922103405,0.42922642827033997,0.02226562798023224,0.1015113815665245,0.22292914986610413,0.03401557728648186
68,"There is only one happiness in life, to love and be loved.",0.9822239279747009,0.8830009698867798,0.8958398699760437,0.20591378211975098,0.03779921308159828,0.02795790508389473,0.03296193480491638,0.01626000925898552,0.01722380705177784,0.016274476423859596,0.01370659377425909
69,"My pain may be the reason for somebody's laugh.
But my laugh must never be the reason for somebody's pain.",0.5628029108047485,0.9164136052131653,0.07736890017986298,0.09816889464855194,0.05438588187098503,0.007358570117503405,0.5627872347831726,0.027518248185515404,0.013365274295210838,0.09571506083011627,0.03539133071899414
70,The real you comes out when no one is watching,0.08711950480937958,0.6556217074394226,0.0071690985932946205,0.06474966555833817,0.43834713101387024,0.01678481325507164,0.23951777815818787,0.043811507523059845,0.03467641398310661,0.15106229484081268,0.07127349078655243
71,"Help me find a way to pass the time Everybody tellin' me life's short, but I wanna die Help me find a way to make you mine Everybody tellin' me not to, but I'm gonna try Now I'm gettin' high again, tonight",0.287823885679245,0.7586693167686462,0.013642857782542706,0.034553926438093185,0.12922678887844086,0.010441781021654606,0.563960075378418,0.1514192819595337,0.028377503156661987,0.16665087640285492,0.20198094844818115
72,Love starts when we push aside our ego and make room for someone else.,0.8500000238418579,0.9810540676116943,0.2584063708782196,0.4889069199562073,0.12098424136638641,0.017015160992741585,0.029456593096256256,0.03432561084628105,0.02280440926551819,0.01996924914419651,0.015263893641531467
73,"She raised an eyebrow. ""You got something to say to me, Seaweed Brain?""

You'd probably kick my butt.""

YouI'd kick your butt.""

I brushed the cake off my hands. ""When I was at the River Styx, turning invulnerable… Nico said I had to concentrate on one thing that kept me anchored to the world, that made me want to stay mortal.""

Annabeth kept her eyes on the horizon. ""Yeah?""

Then up on Olympus,"" I said, ""when they wanted to make me a god and stuff, I kept thinking-""

Oh, you so wanted to.""

Well, maybe a little. But I didn't, because I thought-I didn't want things to stay the same for eternity, because things could always get better. And I was thinking…"" My throat felt really dry.

Anyone in particular?"" Annabeth asked, her voice soft.

I looked over and saw that she was trying not to smile.

You're laughing at me,"" I complained.

I am not!""

You arenot making this easy.""

Then she laughed for real, and she put her hands
around my neck. ""I am never, going to make things easy for you, Seaweed Brain. Get used to it.",0.4179705083370209,0.19832158088684082,0.005069751758128405,0.014966250397264957,0.254829078912735,0.04780653864145279,0.06546809524297714,0.5770441293716431,0.014935377985239029,0.031265560537576675,0.4901866316795349
74,"I'm not performing miracles, I'm using up and wasting a lot of paint…",0.009537632577121258,0.01444978080689907,0.004260285757482052,0.006065870635211468,0.0400099903345108,0.017445271834731102,0.9517756700515747,0.586391270160675,0.09908965229988098,0.5714619755744934,0.7220270037651062
75,The best miracle is to be sent to paradise without paying a ticket.,0.8991757035255432,0.8983377814292908,0.050913549959659576,0.07464691996574402,0.14836451411247253,0.017974263057112694,0.04889357462525368,0.11695615202188492,0.040651045739650726,0.017038168385624886,0.07692001014947891
76,All in all is all we are.,0.7508995532989502,0.9589354395866394,0.05237552896142006,0.22048144042491913,0.20004960894584656,0.012679876759648323,0.03488669916987419,0.020212404429912567,0.010643132962286472,0.02021857164800167,0.013693430460989475
77,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is.,0.5456422567367554,0.9724816083908081,0.03798579424619675,0.2690238356590271,0.17341135442256927,0.010846355929970741,0.05230991542339325,0.02586454153060913,0.023802001029253006,0.03399326652288437,0.018044715747237206
78,The only thing greater than the power of the mind is the courage of the heart,0.8796126246452332,0.9799776673316956,0.159879669547081,0.4671523869037628,0.16838589310646057,0.02044796757400036,0.020525038242340088,0.01894489862024784,0.028369823470711708,0.016713814809918404,0.011096397414803505
79,Jimi Hendrix is very important. He's my idol.,0.9834355711936951,0.8040711879730225,0.9059101343154907,0.2032005935907364,0.06483130156993866,0.04117743298411369,0.026551203802227974,0.013257389888167381,0.01916183903813362,0.01470242440700531,0.012599059380590916
80,No. We don't really do that. We feel that objectifies women and that's not really what we're about.,0.025935055688023567,0.05274673178792,0.0036856760270893574,0.010823461227118969,0.08761841058731079,0.015959525480866432,0.17901667952537537,0.9652848243713379,0.01499568484723568,0.08493030071258545,0.8920044898986816
81,"The killing was a means to an end. That was the least satisfactory part. I didn't enjoy doing that. That's why I tried to create living zombies with uric acid in the drill [to the head], but it never worked. No, the killing was not the objective. I just wanted to have the person under my complete control, not having to consider their wishes, being able to keep them there as long as I wanted.",0.014065632596611977,0.04056788608431816,0.0021139897871762514,0.007311549503356218,0.11065808683633804,0.02131342701613903,0.5153682231903076,0.8241353034973145,0.034604836255311966,0.27018022537231445,0.838833212852478
82,Comming from your friendly neighborhood Spider-Man,0.7921967506408691,0.3609848618507385,0.03593307361006737,0.06981848925352097,0.5132209062576294,0.0744941383600235,0.022842099890112877,0.017874116078019142,0.008126179687678814,0.012455827556550503,0.025830965489149094
83,Leave this world a little better than you found it.,0.8179141879081726,0.9769697189331055,0.07124446332454681,0.2899320423603058,0.18874259293079376,0.014638204127550125,0.03996812552213669,0.015802474692463875,0.01994195394217968,0.022045213729143143,0.011461354792118073
84,I don't care that they stole my idea.. I care that they don't have any of their own,0.023297837004065514,0.04585697874426842,0.004509651567786932,0.008218728937208652,0.040890034288167953,0.010100961662828922,0.5415254831314087,0.9451237916946411,0.013040990568697453,0.15763521194458008,0.8644720911979675
85,"To become a complete philosopher, you need to familiarize yourself with all the difficult questions.",0.5190114974975586,0.9325138926506042,0.04009455069899559,0.3526458740234375,0.4954789876937866,0.02457551099359989,0.02640126273036003,0.016837885603308678,0.054323989897966385,0.029037093743681908,0.0149688096717
86,"If I read a book and it makes my whole body so cold no fire can ever warm me, I know that is poetry.",0.8229673504829407,0.9180022478103638,0.12123224884271622,0.14548122882843018,0.1493452489376068,0.011596842668950558,0.2363787144422531,0.007856085896492004,0.011910706758499146,0.043680544942617416,0.01352402288466692
87,"Wordless,
Infinite —
You.
You intensify
everything.
You are
fire
burning
all that
is left
of my
heart.",0.02380099706351757,0.08069495856761932,0.0030957255512475967,0.008714687079191208,0.057669442147016525,0.007459329906851053,0.13105438649654388,0.9314045906066895,0.0617116242647171,0.0617833286523819,0.8152572512626648
88,I wish they would take me as I am.,0.05879450589418411,0.6307474374771118,0.006844765972346067,0.0590188167989254,0.4708622097969055,0.01907953992486,0.29767340421676636,0.05864029750227928,0.06755714118480682,0.21378850936889648,0.11652271449565887
89,"Who are you to judge the life I live?
I know I'm not perfect
-and I don't live to be-
but before you start pointing fingers…
make sure you hands are clean!",0.06446374952793121,0.7168937921524048,0.00579641992226243,0.1169087365269661,0.5598171353340149,0.02500414475798607,0.06072024628520012,0.14023008942604065,0.030015259981155396,0.08840948343276978,0.1204051598906517
90,"Some mothers will do anything for their children, except let them be themselves.",0.2967075705528259,0.9252771735191345,0.07986674457788467,0.22403991222381592,0.1681501716375351,0.01001393049955368,0.5318183302879333,0.012098214589059353,0.04315155744552612,0.14287357032299042,0.022284507751464844
91,I'd make Liam my slave and I would make him be my (uh) personal trainer!,0.8827252984046936,0.3421749472618103,0.1031523272395134,0.1321096122264862,0.6994118094444275,0.20029206573963165,0.0489458329975605,0.07921455055475235,0.017458295449614525,0.026777327060699463,0.08229187875986099
92,"If you're going through hell, keep going.",0.0434589646756649,0.9089320302009583,0.01066183764487505,0.124797523021698,0.14024949073791504,0.006910232361406088,0.3006461262702942,0.17798128724098206,0.20554138720035553,0.22626113891601562,0.1403196156024933
93,"A thug changes, and love changes
and best friends become strangers, word up",0.8804329037666321,0.7685081958770752,0.2279542237520218,0.1177397146821022,0.17859579622745514,0.023980703204870224,0.3905806243419647,0.007733884267508984,0.02307227998971939,0.0469302237033844,0.016357479616999626
94,"I been by myself for a long time I just wish that I could know if I was on your mind Runnin' out of time I just wish that I could know if you were by my side On the day I die, would you even cry?",0.2650717794895172,0.36256855726242065,0.0811338797211647,0.044729042798280716,0.07251118123531342,0.015729578211903572,0.9506285786628723,0.010169307701289654,0.04724043235182762,0.310200572013855,0.035278405994176865
95,"It is often said that children do not read. Well, I'd say that if adults don't start reading, it's not fair to accuse little ones of not reading. They must see us with a book in our hands.",0.04218147322535515,0.1327928751707077,0.003245366271585226,0.018113035708665848,0.17016591131687164,0.020376116037368774,0.15868446230888367,0.8267794251441956,0.007962778210639954,0.08435113728046417,0.6919608116149902
96,Think different and then again.,0.16295450925827026,0.9474024176597595,0.013120913878083229,0.248936727643013,0.3759259879589081,0.017219411209225655,0.064023457467556,0.05317312851548195,0.05310928449034691,0.07047011703252792,0.038673654198646545
97,"An individual who has reached the stage of self-esteem almost always makes a sound and rational decision. He or she always sets a reachable yet challenging goal in his or her endeavour. When the endeavour results in a success, his or her self-concept will increase or widen.",0.6893858909606934,0.9801289439201355,0.05587460845708847,0.42174944281578064,0.2900460958480835,0.019668234512209892,0.02973249740898609,0.020782742649316788,0.0423559844493866,0.025366932153701782,0.013992181979119778
98,"Imperialism is a system of exploitation that occurs not only in the brutal form of those who come with guns to conquer territory. Imperialism often occurs in more subtle forms, a loan, food aid, blackmail. We are fighting this system that allows a handful of men on Earth to rule all of humanity.",0.01129851583391428,0.0655529648065567,0.005509331356734037,0.01707819104194641,0.07187937945127487,0.017562750726938248,0.14940392971038818,0.9595509171485901,0.43989747762680054,0.10611431300640106,0.9223451018333435
99,"If my eyes could show my soul, everyone would cry when they saw me smile.",0.7008602619171143,0.5430953502655029,0.3155836760997772,0.08766330033540726,0.04882939159870148,0.02110178768634796,0.9164667725563049,0.013805616647005081,0.019687533378601074,0.14421556890010834,0.03846590965986252
